x,y,c
-2689,-481,12
-2576,-323,12
-2552,-588,12
-2812,-127,12
-2682,-567,12
-2969,-355,12
-2612,-419,12
-2642,-178,12
-2592,-515,12
-2572,-224,12
-2809,-467,12
-2737,-519,12
520,-234,6
113,-472,6
403,-292,6
509,-347,6
489,-561,6
288,-597,6
499,-482,6
517,-182,6
274,-534,6
133,-182,6
488,-142,6
505,-139,6
350,-538,6
589,-233,6
364,-280,6
395,-315,6
586,-118,6
176,-310,6
286,-437,6
504,-501,6
578,-312,6
551,-561,6
155,-196,6
513,-244,6
221,-544,6
250,-436,6
229,-380,6
280,-504,6
268,-465,6
129,-431,6
159,-318,6
454,-575,6
544,-193,6
378,-508,6
316,-496,6
489,-403,6
477,-252,6
469,-274,6
544,-398,6
495,-438,6
369,-147,6
354,-570,6
294,-182,6
594,-216,6
173,-288,6
131,-322,6
255,-396,6
347,-362,6
574,-574,6
258,-198,6
236,-476,6
313,-132,6
459,-236,6
599,-500,6
423,-169,6
261,-481,6
480,-384,6
489,-125,6
446,-158,6
469,-574,6
486,-230,6
479,-301,6
437,-344,6
393,-520,6
333,-222,6
116,-462,6
234,-349,6
520,-405,6
151,-276,6
138,-221,6
529,-569,6
587,-566,6
309,-572,6
509,-142,6
361,-280,6
340,-137,6
177,-462,6
224,-399,6
577,-309,6
178,-387,6
331,-486,6
582,-342,6
174,-160,6
566,-389,6
165,-536,6
241,-464,6
576,-153,6
496,-473,6
100,-329,6
520,-340,6
491,-202,6
138,-450,6
548,-188,6
268,-243,6
361,-503,6
362,-109,6
465,-130,6
304,-441,6
440,-478,6
560,-507,6
468,-135,6
366,-373,6
308,-570,6
243,-107,6
570,-520,6
518,-357,6
471,-176,6
374,-488,6
208,-474,6
508,-215,6
563,-205,6
359,-575,6
372,-289,6
298,-415,6
194,-214,6
276,-384,6
188,-342,6
120,-583,6
211,-470,6
344,-115,6
438,-135,6
229,-323,6
318,-494,6
207,-542,6
357,-123,6
469,-326,6
575,-318,6
381,-218,6
268,-397,6
175,-139,6
592,-445,6
281,-285,6
522,-136,6
357,-578,6
147,-428,6
390,-304,6
200,-522,6
442,-433,6
456,-137,6
588,-509,6
526,-529,6
237,-531,6
412,-448,6
117,-464,6
389,-231,6
159,-515,6
477,-464,6
190,-115,6
189,-326,6
263,-575,6
539,-302,6
205,-494,6
265,-571,6
434,-310,6
469,-559,6
342,-177,6
393,-556,6
100,-539,6
460,-565,6
210,-375,6
140,-474,6
210,-325,6
298,-287,6
333,-126,6
407,-408,6
366,-472,6
495,-104,6
424,-465,6
163,-274,6
239,-183,6
564,-297,6
325,-131,6
441,-453,6
448,-343,6
551,-374,6
341,-405,6
382,-267,6
284,-247,6
298,-523,6
147,-488,6
350,-444,6
210,-407,6
117,-359,6
192,-474,6
428,-111,6
257,-456,6
405,-199,6
402,-398,6
111,-468,6
284,-301,6
147,-486,6
561,-389,6
396,-300,6
431,-236,6
548,-596,6
151,-162,6
541,-224,6
501,-294,6
199,-160,6
387,-182,6
478,-556,6
193,-387,6
256,-554,6
386,-327,6
100,-248,6
389,-234,6
541,-574,6
600,-477,6
524,-363,6
260,-162,6
588,-374,6
251,-251,6
562,-597,6
106,-547,6
402,-401,6
199,-122,6
398,-559,6
518,-506,6
511,-161,6
399,-106,6
362,-368,6
238,-286,6
544,-389,6
448,-245,6
513,-176,6
524,-180,6
239,-284,6
425,-434,6
198,-584,6
412,-101,6
281,-375,6
413,-572,6
538,-207,6
226,-111,6
529,-100,6
270,-114,6
165,-478,6
329,-511,6
416,-475,6
357,-542,6
462,-334,6
261,-190,6
158,-328,6
414,-225,6
190,-420,6
246,-308,6
383,-140,6
353,-461,6
407,-314,6
359,-417,6
360,-420,6
149,-240,6
113,-507,6
415,-198,6
182,-181,6
210,-263,6
488,-246,6
455,-215,6
415,-210,6
382,-395,6
421,-235,6
477,-560,6
599,-455,6
576,-464,6
351,-205,6
169,-230,6
567,-595,6
374,-194,6
286,-162,6
145,-143,6
173,-148,6
377,-127,6
405,-220,6
226,-440,6
340,-360,6
321,-507,6
454,-499,6
139,-459,6
138,-161,6
343,-147,6
573,-199,6
152,-138,6
248,-470,6
235,-589,6
329,-115,6
576,-360,6
502,-244,6
440,-412,6
470,-268,6
362,-511,6
207,-342,6
249,-225,6
140,-115,6
532,-179,6
388,-474,6
600,-215,6
359,-121,6
284,-391,6
587,-236,6
352,-138,6
218,-396,6
253,-287,6
264,-510,6
600,-104,6
435,-365,6
137,-124,6
500,-499,6
437,-555,6
160,-560,6
405,-569,6
309,-308,6
299,-380,6
298,-582,6
280,-427,6
275,-111,6
171,-231,6
244,-549,6
426,-134,6
284,-230,6
278,-222,6
277,-204,6
395,-571,6
113,-185,6
409,-300,6
248,-574,6
130,-562,6
440,-117,6
536,-212,6
549,-343,6
445,-458,6
140,-196,6
235,-383,6
552,-329,6
596,-435,6
346,-528,6
127,-576,6
327,-418,6
488,-275,6
219,-354,6
116,-315,6
349,-344,6
390,-382,6
507,-280,6
509,-483,6
591,-224,6
145,-512,6
334,-350,6
228,-478,6
582,-118,6
380,-533,6
217,-373,6
351,-341,6
483,-274,6
324,-558,6
326,-201,6
292,-521,6
412,-439,6
386,-249,6
340,-591,6
499,-127,6
525,-248,6
346,-318,6
130,-570,6
563,-121,6
490,-275,6
405,-392,6
361,-506,6
415,-339,6
442,-187,6
515,-546,6
136,-345,6
267,-403,6
464,-268,6
596,-102,6
387,-201,6
341,-182,6
315,-230,6
559,-341,6
190,-104,6
125,-489,6
463,-204,6
172,-205,6
598,-338,6
194,-410,6
367,-572,6
548,-138,6
590,-361,6
281,-391,6
219,-538,6
561,-558,6
108,-449,6
388,-154,6
335,-530,6
197,-433,6
521,-201,6
444,-310,6
294,-254,6
381,-135,6
285,-573,6
401,-382,6
479,-577,6
376,-296,6
273,-364,6
491,-184,6
562,-589,6
149,-581,6
236,-283,6
288,-167,6
118,-140,6
441,-360,6
347,-238,6
555,-262,6
203,-252,6
143,-527,6
165,-354,6
406,-170,6
337,-424,6
301,-295,6
212,-166,6
189,-292,6
348,-391,6
383,-449,6
403,-455,6
240,-223,6
118,-566,6
222,-334,6
230,-319,6
387,-134,6
486,-268,6
319,-121,6
455,-341,6
373,-137,6
429,-297,6
434,-564,6
249,-282,6
586,-471,6
182,-147,6
168,-269,6
506,-526,6
590,-164,6
425,-259,6
222,-117,6
248,-233,6
478,-306,6
294,-109,6
176,-328,6
110,-347,6
202,-528,6
421,-289,6
343,-491,6
346,-223,6
165,-106,6
148,-224,6
243,-253,6
375,-223,6
461,-529,6
369,-358,6
438,-430,6
575,-387,6
533,-327,6
204,-594,6
340,-114,6
295,-403,6
597,-111,6
418,-502,6
518,-239,6
429,-107,6
559,-409,6
111,-351,6
375,-571,6
333,-576,6
431,-248,6
444,-108,6
265,-594,6
310,-515,6
122,-380,6
406,-180,6
311,-291,6
285,-363,6
412,-256,6
254,-419,6
333,-289,6
215,-237,6
379,-184,6
182,-140,6
576,-507,6
370,-182,6
396,-551,6
380,-359,6
298,-413,6
218,-497,6
210,-539,6
398,-373,6
446,-462,6
453,-248,6
268,-548,6
422,-119,6
274,-392,6
285,-141,6
479,-277,6
400,-492,6
515,-113,6
565,-232,6
218,-540,6
206,-126,6
521,-205,6
405,-283,6
262,-562,6
432,-593,6
518,-482,6
397,-515,6
259,-365,6
467,-387,6
183,-488,6
455,-116,6
258,-337,6
319,-237,6
277,-321,6
488,-146,6
219,-332,6
382,-466,6
549,-149,6
288,-193,6
588,-306,6
206,-384,6
379,-266,6
487,-353,6
462,-243,6
463,-158,6
253,-187,6
171,-158,6
549,-154,6
408,-186,6
555,-442,6
314,-175,6
581,-189,6
421,-574,6
575,-145,6
514,-462,6
591,-144,6
308,-263,6
181,-395,6
187,-414,6
262,-584,6
147,-121,6
144,-558,6
345,-582,6
371,-580,6
581,-162,6
378,-211,6
577,-238,6
147,-194,6
216,-260,6
181,-426,6
431,-201,6
510,-236,6
327,-351,6
447,-423,6
368,-415,6
205,-322,6
500,-582,6
283,-113,6
521,-176,6
532,-505,6
497,-343,6
552,-566,6
141,-247,6
202,-102,6
544,-474,6
582,-249,6
490,-422,6
530,-172,6
188,-139,6
237,-279,6
247,-597,6
560,-249,6
523,-505,6
103,-494,6
497,-426,6
556,-390,6
161,-299,6
426,-320,6
205,-164,6
476,-144,6
528,-277,6
485,-381,6
366,-568,6
566,-126,6
550,-122,6
506,-110,6
130,-506,6
257,-431,6
108,-239,6
487,-252,6
456,-421,6
364,-561,6
300,-452,6
254,-531,6
528,-431,6
556,-564,6
525,-411,6
593,-449,6
136,-146,6
296,-243,6
168,-569,6
305,-479,6
131,-333,6
361,-533,6
138,-130,6
409,-445,6
126,-570,6
143,-458,6
479,-431,6
309,-588,6
299,-307,6
134,-419,6
302,-110,6
427,-454,6
355,-399,6
483,-107,6
387,-343,6
540,-485,6
559,-593,6
206,-154,6
205,-532,6
475,-230,6
498,-380,6
134,-168,6
399,-585,6
512,-470,6
583,-435,6
284,-135,6
174,-549,6
206,-104,6
445,-226,6
424,-222,6
283,-441,6
391,-119,6
530,-213,6
587,-407,6
284,-136,6
206,-297,6
179,-249,6
482,-411,6
367,-404,6
194,-370,6
275,-508,6
261,-191,6
486,-338,6
141,-468,6
579,-460,6
368,-134,6
506,-600,6
525,-446,6
433,-340,6
524,-156,6
274,-563,6
211,-436,6
574,-341,6
481,-386,6
529,-199,6
114,-193,6
294,-464,6
249,-423,6
454,-311,6
275,-495,6
307,-187,6
449,-123,6
356,-117,6
546,-239,6
102,-498,6
439,-539,6
469,-391,6
212,-165,6
526,-120,6
571,-573,6
262,-208,6
571,-319,6
129,-468,6
506,-374,6
180,-540,6
486,-157,6
417,-133,6
268,-430,6
124,-341,6
188,-217,6
267,-172,6
250,-578,6
326,-458,6
507,-570,6
417,-331,6
204,-228,6
343,-177,6
516,-183,6
242,-139,6
302,-274,6
252,-405,6
446,-263,6
278,-382,6
371,-360,6
293,-455,6
447,-589,6
549,-497,6
180,-332,6
569,-415,6
135,-313,6
174,-192,6
412,-351,6
270,-363,6
566,-260,6
476,-556,6
415,-130,6
322,-357,6
122,-443,6
525,-336,6
201,-117,6
322,-287,6
228,-103,6
403,-464,6
123,-593,6
203,-472,6
392,-564,6
516,-116,6
282,-504,6
117,-492,6
438,-487,6
428,-198,6
579,-428,6
215,-253,6
143,-559,6
156,-586,6
588,-104,6
162,-501,6
250,-325,6
475,-453,6
515,-376,6
344,-388,6
134,-437,6
454,-441,6
570,-132,6
276,-173,6
362,-236,6
590,-250,6
379,-122,6
136,-417,6
245,-599,6
370,-587,6
526,-201,6
255,-517,6
255,-244,6
438,-463,6
291,-574,6
173,-565,6
591,-361,6
257,-182,6
572,-226,6
308,-463,6
423,-507,6
464,-154,6
113,-433,6
189,-180,6
599,-256,6
155,-373,6
191,-145,6
119,-188,6
116,-480,6
302,-315,6
258,-348,6
363,-362,6
451,-252,6
341,-432,6
170,-436,6
598,-360,6
285,-487,6
268,-426,6
367,-129,6
585,-181,6
154,-395,6
457,-273,6
313,-310,6
126,-311,6
188,-356,6
516,-282,6
185,-169,6
142,-443,6
557,-159,6
127,-340,6
106,-379,6
264,-600,6
361,-276,6
370,-455,6
579,-367,6
417,-120,6
291,-565,6
351,-103,6
144,-556,6
150,-411,6
443,-212,6
132,-357,6
506,-322,6
544,-234,6
466,-216,6
473,-263,6
287,-337,6
511,-353,6
368,-400,6
472,-377,6
553,-496,6
544,-409,6
148,-521,6
261,-448,6
530,-440,6
113,-381,6
507,-124,6
373,-573,6
548,-492,6
373,-167,6
357,-519,6
501,-431,6
358,-372,6
316,-470,6
552,-572,6
355,-550,6
327,-346,6
294,-298,6
498,-399,6
202,-461,6
566,-528,6
140,-339,6
156,-158,6
225,-198,6
557,-498,6
474,-372,6
288,-136,6
432,-143,6
577,-364,6
306,-108,6
305,-176,6
458,-160,6
507,-127,6
252,-186,6
356,-188,6
400,-122,6
395,-347,6
464,-415,6
586,-189,6
227,-134,6
162,-561,6
253,-509,6
314,-360,6
282,-323,6
316,-426,6
188,-174,6
132,-259,6
430,-238,6
260,-159,6
199,-159,6
409,-591,6
171,-133,6
248,-336,6
247,-526,6
372,-448,6
125,-532,6
365,-210,6
324,-132,6
255,-326,6
168,-316,6
506,-399,6
458,-476,6
321,-594,6
173,-438,6
388,-111,6
213,-368,6
439,-254,6
134,-286,6
210,-314,6
417,-384,6
111,-432,6
116,-404,6
210,-323,6
568,-407,6
509,-289,6
321,-177,6
238,-301,6
415,-173,6
288,-304,6
310,-166,6
277,-244,6
519,-173,6
348,-569,6
327,-211,6
590,-405,6
312,-500,6
150,-360,6
441,-364,6
271,-436,6
232,-480,6
356,-329,6
402,-391,6
572,-530,6
540,-591,6
587,-428,6
374,-545,6
276,-409,6
445,-200,6
453,-254,6
517,-234,6
412,-351,6
599,-586,6
155,-175,6
400,-576,6
243,-588,6
327,-426,6
595,-258,6
423,-234,6
557,-302,6
580,-382,6
450,-496,6
242,-385,6
261,-488,6
213,-454,6
360,-182,6
209,-412,6
492,-217,6
560,-409,6
292,-435,6
218,-379,6
315,-174,6
583,-343,6
412,-267,6
576,-213,6
228,-187,6
532,-224,6
471,-589,6
506,-221,6
555,-538,6
153,-211,6
149,-371,6
378,-252,6
582,-513,6
584,-455,6
566,-218,6
412,-112,6
137,-438,6
143,-439,6
213,-491,6
316,-297,6
201,-432,6
249,-461,6
233,-291,6
232,-269,6
244,-534,6
115,-228,6
522,-484,6
468,-569,6
430,-579,6
181,-562,6
107,-239,6
127,-518,6
596,-110,6
109,-277,6
350,-217,6
558,-133,6
175,-504,6
210,-217,6
507,-535,6
459,-454,6
465,-474,6
171,-167,6
497,-200,6
343,-418,6
241,-351,6
581,-233,6
188,-547,6
521,-385,6
469,-286,6
250,-393,6
404,-146,6
547,-187,6
257,-484,6
257,-345,6
410,-331,6
597,-211,6
232,-128,6
461,-512,6
335,-528,6
581,-484,6
240,-397,6
393,-202,6
213,-456,6
548,-426,6
101,-208,6
160,-141,6
228,-455,6
138,-278,6
424,-216,6
133,-494,6
573,-520,6
232,-233,6
573,-132,6
966,-240,14
931,-369,14
967,-190,14
1183,-362,14
863,-235,14
1161,-192,14
806,-178,14
838,-250,14
1167,-544,14
1167,-333,14
708,-337,14
760,-323,14
1139,-245,14
991,-243,14
1146,-430,14
861,-474,14
955,-321,14
738,-146,14
874,-334,14
992,-577,14
1121,-558,14
1160,-251,14
1008,-315,14
845,-500,14
907,-345,14
874,-449,14
784,-476,14
1048,-114,14
1040,-145,14
771,-479,14
1087,-378,14
816,-423,14
1028,-101,14
804,-288,14
1126,-119,14
911,-397,14
1073,-544,14
1018,-551,14
1149,-164,14
783,-511,14
1134,-137,14
753,-325,14
880,-237,14
888,-408,14
722,-440,14
1007,-101,14
1175,-404,14
1108,-441,14
1093,-292,14
1075,-402,14
1078,-412,14
877,-546,14
1095,-548,14
1130,-504,14
1031,-585,14
906,-199,14
734,-256,14
746,-270,14
807,-130,14
714,-255,14
911,-240,14
1020,-250,14
1006,-112,14
1112,-546,14
1102,-294,14
795,-303,14
1148,-562,14
886,-497,14
1155,-375,14
711,-417,14
761,-319,14
958,-259,14
774,-269,14
764,-111,14
1002,-588,14
1000,-100,14
995,-152,14
931,-139,14
945,-102,14
1071,-545,14
1129,-593,14
918,-119,14
776,-222,14
751,-192,14
997,-374,14
1037,-181,14
1145,-415,14
1187,-515,14
945,-563,14
790,-266,14
825,-523,14
819,-262,14
746,-483,14
1113,-458,14
759,-392,14
977,-368,14
736,-473,14
716,-488,14
886,-405,14
921,-114,14
930,-242,14
1083,-542,14
1093,-516,14
1036,-218,14
746,-409,14
810,-396,14
793,-160,14
776,-406,14
900,-183,14
1011,-550,14
805,-541,14
1138,-331,14
901,-411,14
769,-509,14
1188,-163,14
958,-558,14
1194,-404,14
950,-455,14
1009,-594,14
860,-461,14
840,-556,14
945,-333,14
1169,-573,14
1054,-447,14
921,-571,14
721,-176,14
707,-267,14
1158,-444,14
1003,-147,14
907,-275,14
926,-180,14
1181,-301,14
987,-154,14
913,-320,14
800,-404,14
939,-388,14
1046,-152,14
1040,-165,14
877,-257,14
1138,-571,14
1082,-441,14
709,-456,14
801,-186,14
795,-541,14
1184,-423,14
1011,-589,14
781,-365,14
791,-319,14
964,-120,14
861,-362,14
753,-248,14
773,-404,14
872,-329,14
733,-461,14
988,-479,14
798,-208,14
821,-383,14
716,-417,14
972,-445,14
801,-373,14
1067,-500,14
728,-416,14
767,-265,14
1195,-462,14
1136,-553,14
1092,-263,14
1014,-516,14
972,-485,14
870,-299,14
1096,-563,14
871,-512,14
934,-270,14
989,-281,14
1039,-252,14
809,-228,14
1195,-264,14
878,-420,14
781,-352,14
765,-146,14
991,-426,14
793,-532,14
1161,-416,14
888,-282,14
839,-163,14
946,-428,14
765,-478,14
755,-446,14
1119,-358,14
1163,-269,14
968,-556,14
855,-140,14
831,-477,14
879,-592,14
839,-541,14
966,-531,14
870,-479,14
827,-495,14
834,-390,14
906,-437,14
1159,-484,14
860,-145,14
1141,-553,14
974,-544,14
921,-448,14
1133,-167,14
847,-453,14
1014,-372,14
1060,-119,14
760,-101,14
966,-387,14
761,-382,14
846,-179,14
860,-153,14
897,-110,14
1128,-133,14
1186,-145,14
914,-326,14
1101,-562,14
1030,-576,14
734,-294,14
930,-528,14
1142,-216,14
936,-321,14
850,-210,14
1006,-307,14
1006,-235,14
784,-465,14
723,-353,14
1058,-146,14
899,-535,14
1024,-320,14
1200,-151,14
1174,-379,14
953,-183,14
1024,-193,14
881,-386,14
751,-351,14
1077,-300,14
990,-389,14
948,-321,14
1100,-500,14
964,-434,14
875,-457,14
1130,-581,14
738,-515,14
1153,-342,14
1190,-584,14
714,-260,14
909,-320,14
801,-376,14
919,-248,14
1200,-384,14
933,-285,14
962,-598,14
1024,-184,14
1016,-124,14
1073,-574,14
792,-411,14
971,-370,14
841,-475,14
878,-286,14
995,-218,14
1131,-346,14
786,-305,14
1196,-187,14
998,-168,14
995,-536,14
1122,-446,14
827,-522,14
1049,-380,14
818,-551,14
880,-275,14
990,-187,14
700,-395,14
949,-517,14
1071,-598,14
856,-352,14
702,-467,14
1140,-219,14
785,-475,14
1000,-146,14
1157,-552,14
797,-314,14
1052,-108,14
1117,-265,14
1029,-368,14
1033,-518,14
1014,-460,14
930,-533,14
1057,-554,14
1005,-257,14
819,-382,14
701,-176,14
901,-133,14
1019,-479,14
857,-487,14
936,-193,14
1077,-281,14
892,-157,14
1032,-179,14
859,-460,14
957,-422,14
1177,-233,14
1027,-163,14
1020,-543,14
725,-564,14
1102,-333,14
897,-456,14
839,-496,14
914,-290,14
893,-119,14
1047,-513,14
858,-530,14
1127,-428,14
1127,-223,14
712,-251,14
1035,-148,14
743,-336,14
1119,-111,14
829,-387,14
761,-588,14
1199,-525,14
962,-375,14
943,-177,14
1155,-598,14
921,-487,14
1105,-133,14
1011,-473,14
1041,-439,14
1086,-494,14
991,-133,14
771,-125,14
752,-119,14
1032,-336,14
921,-379,14
818,-306,14
811,-597,14
1126,-563,14
805,-523,14
838,-537,14
1028,-260,14
903,-525,14
1105,-370,14
940,-451,14
1050,-121,14
1021,-272,14
982,-521,14
779,-254,14
1192,-294,14
861,-165,14
1060,-199,14
860,-357,14
1023,-243,14
721,-149,14
935,-415,14
1132,-523,14
825,-386,14
930,-190,14
741,-549,14
936,-158,14
1123,-544,14
938,-573,14
1105,-436,14
975,-247,14
976,-353,14
1048,-236,14
903,-539,14
857,-179,14
710,-348,14
1145,-449,14
1165,-340,14
949,-371,14
1009,-503,14
1036,-138,14
1084,-140,14
850,-261,14
1109,-453,14
844,-456,14
823,-218,14
767,-222,14
986,-221,14
964,-247,14
878,-429,14
800,-108,14
888,-179,14
713,-483,14
881,-595,14
950,-382,14
733,-398,14
897,-221,14
891,-137,14
878,-212,14
769,-182,14
903,-230,14
847,-243,14
785,-219,14
1075,-171,14
1084,-421,14
932,-256,14
1014,-483,14
998,-347,14
778,-572,14
825,-310,14
1190,-210,14
1062,-592,14
799,-177,14
702,-416,14
1015,-212,14
908,-132,14
776,-548,14
930,-566,14
1106,-113,14
1179,-424,14
1071,-220,14
927,-141,14
1083,-438,14
982,-205,14
1187,-316,14
1186,-237,14
1144,-268,14
706,-223,14
911,-539,14
719,-248,14
745,-173,14
1084,-470,14
1169,-555,14
880,-470,14
969,-121,14
836,-447,14
860,-279,14
1006,-451,14
1091,-120,14
1108,-222,14
772,-599,14
1182,-597,14
1096,-131,14
1128,-187,14
741,-193,14
1121,-157,14
1091,-144,14
1156,-374,14
1130,-511,14
1097,-138,14
993,-567,14
1024,-466,14
803,-123,14
843,-134,14
956,-558,14
1065,-394,14
928,-471,14
843,-282,14
719,-443,14
865,-368,14
705,-495,14
755,-157,14
721,-232,14
1192,-319,14
1194,-483,14
1179,-598,14
1164,-229,14
852,-504,14
901,-102,14
998,-165,14
1174,-566,14
757,-150,14
944,-322,14
705,-316,14
896,-194,14
1047,-147,14
1115,-560,14
963,-337,14
867,-324,14
783,-428,14
1093,-244,14
884,-480,14
1021,-514,14
878,-192,14
707,-371,14
1050,-116,14
730,-213,14
780,-319,14
1147,-230,14
952,-419,14
1114,-191,14
1148,-555,14
1134,-383,14
743,-420,14
873,-354,14
977,-323,14
1057,-455,14
999,-312,14
1038,-385,14
1029,-108,14
906,-596,14
1129,-202,14
1060,-236,14
814,-317,14
850,-549,14
1014,-251,14
1081,-556,14
887,-240,14
1071,-400,14
782,-288,14
891,-405,14
770,-567,14
1082,-542,14
768,-295,14
976,-310,14
1134,-405,14
1060,-542,14
881,-218,14
948,-164,14
1069,-597,14
968,-436,14
960,-382,14
742,-576,14
986,-492,14
772,-353,14
821,-469,14
847,-115,14
924,-592,14
849,-255,14
1171,-359,14
978,-410,14
716,-188,14
830,-352,14
929,-476,14
1193,-316,14
703,-500,14
1043,-413,14
1079,-503,14
867,-283,14
751,-529,14
1135,-263,14
756,-148,14
786,-436,14
1023,-512,14
938,-216,14
981,-548,14
785,-237,14
1084,-418,14
945,-401,14
730,-463,14
1133,-101,14
1015,-152,14
923,-351,14
1117,-101,14
856,-139,14
915,-560,14
1134,-311,14
787,-366,14
1153,-114,14
1153,-522,14
754,-571,14
1107,-162,14
885,-246,14
992,-573,14
726,-460,14
907,-506,14
721,-574,14
1010,-210,14
907,-213,14
1124,-455,14
1095,-533,14
1168,-340,14
1152,-505,14
790,-458,14
803,-259,14
909,-516,14
724,-294,14
1088,-128,14
1161,-528,14
834,-432,14
900,-136,14
925,-428,14
969,-324,14
1135,-306,14
1046,-580,14
804,-164,14
1184,-464,14
781,-127,14
858,-483,14
917,-332,14
1120,-201,14
1139,-384,14
701,-452,14
847,-477,14
933,-161,14
997,-301,14
1054,-418,14
801,-121,14
1176,-514,14
1039,-186,14
1081,-375,14
1171,-550,14
945,-389,14
760,-261,14
1198,-445,14
805,-180,14
972,-458,14
1109,-136,14
1083,-453,14
1174,-566,14
1040,-246,14
1105,-248,14
1009,-261,14
752,-424,14
785,-595,14
857,-139,14
1200,-573,14
741,-227,14
1193,-497,14
874,-583,14
1059,-511,14
834,-320,14
1052,-108,14
980,-379,14
1024,-465,14
819,-211,14
1066,-139,14
785,-544,14
774,-555,14
982,-233,14
943,-122,14
1071,-294,14
1069,-589,14
1173,-439,14
749,-234,14
1091,-311,14
751,-179,14
712,-101,14
1168,-438,14
737,-506,14
1062,-434,14
821,-270,14
779,-316,14
1136,-587,14
1007,-165,14
1126,-239,14
826,-263,14
854,-115,14
779,-547,14
1135,-113,14
757,-593,14
741,-194,14
1189,-261,14
763,-536,14
1010,-564,14
972,-451,14
1061,-141,14
1034,-237,14
772,-460,14
879,-268,14
1094,-303,14
778,-234,14
1099,-270,14
1088,-596,14
1088,-569,14
917,-135,14
814,-139,14
1037,-577,14
1146,-370,14
857,-402,14
738,-273,14
761,-296,14
743,-360,14
734,-495,14
944,-180,14
722,-314,14
1117,-420,14
739,-424,14
1075,-282,14
771,-461,14
808,-489,14
750,-394,14
789,-458,14
1045,-361,14
1100,-285,14
876,-150,14
733,-204,14
862,-116,14
844,-541,14
1185,-420,14
1093,-337,14
717,-517,14
990,-566,14
966,-399,14
808,-370,14
796,-588,14
1137,-267,14
820,-112,14
702,-119,14
850,-540,14
1005,-170,14
1087,-595,14
1100,-342,14
816,-152,14
936,-202,14
1012,-160,14
1061,-357,14
789,-494,14
739,-526,14
954,-500,14
781,-297,14
922,-304,14
720,-178,14
858,-365,14
968,-457,14
926,-365,14
1006,-406,14
723,-451,14
727,-349,14
909,-329,14
1196,-500,14
870,-285,14
1109,-481,14
843,-549,14
937,-361,14
1125,-552,14
744,-600,14
1141,-283,14
1105,-421,14
1174,-228,14
1119,-161,14
1025,-161,14
920,-244,14
909,-353,14
778,-118,14
1136,-440,14
709,-329,14
963,-281,14
1153,-123,14
957,-577,14
949,-558,14
1026,-250,14
1200,-535,14
1136,-291,14
839,-502,14
787,-387,14
1080,-483,14
1009,-157,14
741,-213,14
1136,-535,14
872,-207,14
741,-528,14
765,-499,14
925,-451,14
1169,-123,14
836,-277,14
1011,-593,14
752,-324,14
926,-367,14
1127,-338,14
1024,-395,14
867,-482,14
1017,-299,14
1162,-372,14
767,-219,14
907,-533,14
1175,-247,14
733,-457,14
1103,-416,14
788,-251,14
1120,-227,14
780,-494,14
1080,-433,14
1042,-162,14
967,-400,14
1043,-592,14
1053,-288,14
795,-361,14
1052,-278,14
1102,-127,14
890,-378,14
1131,-544,14
781,-524,14
1081,-581,14
891,-132,14
919,-417,14
1136,-183,14
1154,-490,14
841,-418,14
788,-516,14
996,-523,14
834,-171,14
1163,-281,14
770,-352,14
1008,-361,14
749,-537,14
856,-591,14
1019,-461,14
703,-484,14
931,-293,14
950,-166,14
1139,-593,14
801,-497,14
784,-340,14
916,-381,14
1040,-189,14
1065,-195,14
1051,-447,14
1177,-261,14
724,-225,14
1069,-553,14
1004,-119,14
1133,-118,14
742,-507,14
807,-304,14
952,-575,14
898,-569,14
880,-395,14
1142,-346,14
909,-488,14
792,-234,14
1194,-447,14
786,-184,14
1026,-370,14
751,-331,14
1176,-518,14
1134,-242,14
1143,-381,14
1180,-319,14
889,-375,14
937,-409,14
905,-356,14
798,-173,14
834,-167,14
717,-306,14
767,-146,14
860,-449,14
796,-180,14
1134,-238,14
832,-330,14
970,-504,14
826,-243,14
887,-354,14
1098,-158,14
1178,-421,14
828,-408,14
945,-223,14
942,-111,14
1162,-187,14
890,-223,14
999,-297,14
1103,-480,14
920,-448,14
1124,-515,14
1076,-217,14
1135,-242,14
988,-324,14
1117,-315,14
726,-275,14
1087,-206,14
760,-584,14
787,-563,14
896,-477,14
1021,-455,14
939,-255,14
895,-568,14
843,-376,14
1127,-587,14
1137,-124,14
875,-471,14
991,-458,14
707,-346,14
708,-550,14
1163,-452,14
731,-558,14
947,-531,14
782,-103,14
962,-152,14
940,-594,14
1082,-236,14
1104,-212,14
843,-274,14
752,-399,14
791,-520,14
923,-331,14
1057,-196,14
1113,-140,14
1006,-309,14
909,-198,14
955,-153,14
1069,-560,14
920,-289,14
950,-206,14
793,-352,14
1087,-539,14
806,-161,14
921,-322,14
1194,-208,14
783,-149,14
893,-544,14
942,-181,14
798,-331,14
976,-482,14
1038,-405,14
724,-364,14
735,-465,14
867,-460,14
825,-213,14
747,-492,14
1037,-459,14
1099,-336,14
799,-470,14
732,-414,14
808,-121,14
883,-408,14
928,-121,14
969,-452,14
1090,-388,14
771,-271,14
826,-258,14
818,-326,14
871,-454,14
928,-556,14
997,-412,14
1144,-179,14
871,-342,14
1016,-288,14
894,-412,14
820,-137,14
1155,-529,14
844,-541,14
820,-411,14
1191,-261,14
728,-190,14
1094,-434,14
955,-221,14
1128,-482,14
900,-444,14
